card_name,rarity,market_price,date
Jolteon (Master Ball Pattern) | Holofoil,Rare,49.45,2025-04-02
Jolteon (Poke Ball Pattern) | Holofoil,Rare,3.32,2025-04-02
Jolteon ex - 030/131 | Holofoil,Double Rare,6.08,2025-04-02
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,312.48,2025-04-02
Kieran - 174/131 | Holofoil,Special Illustration Rare,46.4,2025-04-02
Lacey - 175/131 | Holofoil,Special Illustration Rare,65.52,2025-04-02
Larvitar (Master Ball Pattern) | Holofoil,Common,5.46,2025-04-02
Leafeon (Master Ball Pattern) | Holofoil,Rare,44.06,2025-04-02
Leafeon (Poke Ball Pattern) | Holofoil,Rare,3.51,2025-04-02
Leafeon ex - 006/131 | Holofoil,Double Rare,5.8,2025-04-02
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,458.96,2025-04-02
Litleo (Master Ball Pattern) | Holofoil,Common,4.32,2025-04-02
Lopunny (Master Ball Pattern) | Holofoil,Common,12.35,2025-04-02
Miltank (Master Ball Pattern) | Holofoil,Common,4.68,2025-04-02
Munkidori (Master Ball Pattern) | Holofoil,Rare,10.03,2025-04-02
Noctowl (Master Ball Pattern) | Holofoil,Rare,13.11,2025-04-02
Noctowl (Poke Ball Pattern) | Holofoil,Rare,2.57,2025-04-02
Noibat (Master Ball Pattern) | Holofoil,Common,4.2,2025-04-02
Okidogi (Master Ball Pattern) | Holofoil,Rare,8.51,2025-04-02
Palafin ex | Holofoil,Special Illustration Rare,122.99,2025-04-02
Pecharunt ex | Holofoil,Special Illustration Rare,60.71,2025-04-02
Pikachu ex - 179/131 | Holofoil,Hyper Rare,76.58,2025-04-02
Pinsir (Master Ball Pattern) | Holofoil,Common,5.16,2025-04-02
Pupitar (Master Ball Pattern) | Holofoil,Common,9.99,2025-04-02
Pyroar (Master Ball Pattern) | Holofoil,Uncommon,5.07,2025-04-02
Raging Bolt ex | Holofoil,Special Illustration Rare,156.36,2025-04-02
Regigigas (Master Ball Pattern) | Holofoil,Uncommon,6.71,2025-04-02
Riolu (Master Ball Pattern) | Holofoil,Common,17.19,2025-04-02
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,17.55,2025-04-02
Roaring Moon ex | Holofoil,Special Illustration Rare,306.01,2025-04-02
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,78.21,2025-04-02
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,8.33,2025-04-02
Seaking (Master Ball Pattern) | Holofoil,Uncommon,5.11,2025-04-02
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,10.25,2025-04-02
Slowking (Master Ball Pattern) | Holofoil,Uncommon,6.12,2025-04-02
Slowpoke (Master Ball Pattern) | Holofoil,Common,11.75,2025-04-02
Sneasel (Master Ball Pattern) | Holofoil,Common,4.91,2025-04-02
Spritzee (Master Ball Pattern) | Holofoil,Common,3.76,2025-04-02
Suicune (Master Ball Pattern) | Holofoil,Uncommon,28.8,2025-04-02
Sylveon (Master Ball Pattern) | Holofoil,Rare,63.12,2025-04-02
Sylveon (Poke Ball Pattern) | Holofoil,Rare,4.09,2025-04-02
Sylveon ex - 041/131 | Holofoil,Double Rare,3.5,2025-04-02
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,478.14,2025-04-02
Teal Mask Ogerpon ex - 012/131 | Holofoil,Double Rare,3.71,2025-04-02
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,43.39,2025-04-02
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,17.16,2025-04-02
Terapagos ex - 092/131 | Holofoil,Double Rare,2.64,2025-04-02
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,77.37,2025-04-02
Terapagos ex - 180/131 | Holofoil,Hyper Rare,19.26,2025-04-02
Umbreon (Master Ball Pattern) | Holofoil,Rare,186.32,2025-04-02
Umbreon (Poke Ball Pattern) | Holofoil,Rare,9.19,2025-04-02
Umbreon ex - 060/131 | Holofoil,Double Rare,6.99,2025-04-02
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,1448.57,2025-04-02
Vaporeon (Master Ball Pattern) | Holofoil,Rare,51.96,2025-04-02
Vaporeon (Poke Ball Pattern) | Holofoil,Rare,2.37,2025-04-02
Vaporeon ex - 023/131 | Holofoil,Double Rare,4.12,2025-04-02
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,380.79,2025-04-02
Walking Wake ex | Holofoil,Hyper Rare,10.26,2025-04-02
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,32.99,2025-04-02
Whimsicott (Master Ball Pattern) | Holofoil,Rare,11.69,2025-04-02
Amarys - 170/131 | Holofoil,Special Illustration Rare,40.61,2025-04-03
Applin (Master Ball Pattern) | Holofoil,Common,4.51,2025-04-03
Archaludon (Master Ball Pattern) | Holofoil,Rare,8.16,2025-04-03
Area Zero Underdepths (Poke Ball Pattern) | Holofoil,Uncommon,2.2,2025-04-03
Aromatisse (Master Ball Pattern) | Holofoil,Common,7.13,2025-04-03
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,8.21,2025-04-03
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,116.39,2025-04-03
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,6.43,2025-04-03
Bronzor (Master Ball Pattern) | Holofoil,Common,3.03,2025-04-03
Buddy-Buddy Poffin (Poke Ball Pattern) | Holofoil,Uncommon,3.0,2025-04-03
Budew (Master Ball Pattern) | Holofoil,Common,18.7,2025-04-03
Budew (Poke Ball Pattern) | Holofoil,Common,5.77,2025-04-03
Buneary (Master Ball Pattern) | Holofoil,Common,3.25,2025-04-03
Ceruledge ex | Holofoil,Special Illustration Rare,224.39,2025-04-03
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,29.92,2025-04-03
Cottonee (Master Ball Pattern) | Holofoil,Common,3.59,2025-04-03
Crispin - 105/131 (Poke Ball Pattern) | Holofoil,Uncommon,4.58,2025-04-03
Crispin - 171/131 | Holofoil,Special Illustration Rare,64.29,2025-04-03
Dipplin (Master Ball Pattern) | Holofoil,Uncommon,4.33,2025-04-03
Dragapult ex - 073/131 | Holofoil,Double Rare,4.93,2025-04-03
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,180.21,2025-04-03
Drakloak (Master Ball Pattern) | Holofoil,Common,14.96,2025-04-03
Drakloak (Poke Ball Pattern) | Holofoil,Common,3.82,2025-04-03
Drayton | Holofoil,Special Illustration Rare,33.77,2025-04-03
Dreepy (Master Ball Pattern) | Holofoil,Common,11.09,2025-04-03
Dreepy (Poke Ball Pattern) | Holofoil,Common,4.34,2025-04-03
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,16.95,2025-04-03
Dudunsparce (Poke Ball Pattern) | Holofoil,Rare,2.37,2025-04-03
Dunsparce (Master Ball Pattern) | Holofoil,Common,5.7,2025-04-03
Duraludon (Master Ball Pattern) | Holofoil,Common,9.45,2025-04-03
Duraludon (Poke Ball Pattern) | Holofoil,Common,2.69,2025-04-03
Dusclops (Master Ball Pattern) | Holofoil,Common,4.7,2025-04-03
Dusknoir (Master Ball Pattern) | Holofoil,Rare,13.3,2025-04-03
Duskull (Master Ball Pattern) | Holofoil,Common,6.77,2025-04-03
Duskull (Poke Ball Pattern) | Holofoil,Common,2.28,2025-04-03
Earthen Vessel (Poke Ball Pattern) | Holofoil,Uncommon,2.69,2025-04-03
Eevee (Master Ball Pattern) | Holofoil,Common,22.22,2025-04-03
Eevee (Poke Ball Pattern) | Holofoil,Common,3.51,2025-04-03
Eevee ex - 075/131 | Holofoil,Double Rare,13.24,2025-04-03
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,240.22,2025-04-03
Eri | Holofoil,Ultra Rare,3.96,2025-04-03
Espeon (Master Ball Pattern) | Holofoil,Rare,55.23,2025-04-03
Espeon (Poke Ball Pattern) | Holofoil,Rare,3.74,2025-04-03
Espeon ex - 034/131 | Holofoil,Double Rare,4.25,2025-04-03
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,417.62,2025-04-03
Exeggcute (Master Ball Pattern) | Holofoil,Common,4.95,2025-04-03
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,12.23,2025-04-03
Fan Rotom (Master Ball Pattern) | Holofoil,Common,10.08,2025-04-03
Fan Rotom (Poke Ball Pattern) | Holofoil,Common,3.07,2025-04-03
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,9.37,2025-04-03
Flareon (Master Ball Pattern) | Holofoil,Rare,52.46,2025-04-03
Flareon (Poke Ball Pattern) | Holofoil,Rare,2.95,2025-04-03
Flareon ex - 014/131 | Holofoil,Double Rare,15.4,2025-04-03
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,353.88,2025-04-03
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,13.55,2025-04-03
Friends in Paldea - 137/131 | Holofoil,Ultra Rare,2.56,2025-04-03
Furfrou (Master Ball Pattern) | Holofoil,Common,7.83,2025-04-03
Gholdengo ex | Holofoil,Special Illustration Rare,101.32,2025-04-03
Glaceon (Master Ball Pattern) | Holofoil,Rare,44.23,2025-04-03
Glaceon (Poke Ball Pattern) | Holofoil,Rare,2.98,2025-04-03
Glaceon ex - 026/131 | Holofoil,Double Rare,3.79,2025-04-03
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,329.81,2025-04-03
Goldeen (Master Ball Pattern) | Holofoil,Common,5.26,2025-04-03
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,8.63,2025-04-03
Groudon (Master Ball Pattern) | Holofoil,Rare,21.17,2025-04-03
Hawlucha (Master Ball Pattern) | Holofoil,Uncommon,3.75,2025-04-03
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,28.85,2025-04-03
Heatran (Master Ball Pattern) | Holofoil,Uncommon,3.9,2025-04-03
Hippopotas (Master Ball Pattern) | Holofoil,Common,4.14,2025-04-03
Hippowdon (Master Ball Pattern) | Holofoil,Common,7.83,2025-04-03
Hoothoot (Master Ball Pattern) | Holofoil,Common,6.22,2025-04-03
Houndoom (Master Ball Pattern) | Holofoil,Common,15.45,2025-04-03
Houndour (Master Ball Pattern) | Holofoil,Common,6.61,2025-04-03
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,9.21,2025-04-03
Iron Crown ex | Holofoil,Special Illustration Rare,109.34,2025-04-03
Iron Hands ex - 031/131 | Holofoil,Double Rare,2.38,2025-04-03
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,72.59,2025-04-03
Iron Leaves ex | Holofoil,Hyper Rare,10.26,2025-04-03
Iron Valiant ex | Holofoil,Special Illustration Rare,85.34,2025-04-03
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,58.03,2025-04-03
Jolteon (Master Ball Pattern) | Holofoil,Rare,49.45,2025-04-03
Jolteon (Poke Ball Pattern) | Holofoil,Rare,3.29,2025-04-03
Jolteon ex - 030/131 | Holofoil,Double Rare,5.72,2025-04-03
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,312.48,2025-04-03
Kieran - 174/131 | Holofoil,Special Illustration Rare,46.7,2025-04-03
Lacey - 175/131 | Holofoil,Special Illustration Rare,65.23,2025-04-03
Larvitar (Master Ball Pattern) | Holofoil,Common,5.46,2025-04-03
Leafeon (Master Ball Pattern) | Holofoil,Rare,44.06,2025-04-03
Leafeon (Poke Ball Pattern) | Holofoil,Rare,3.43,2025-04-03
Leafeon ex - 006/131 | Holofoil,Double Rare,5.86,2025-04-03
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,458.96,2025-04-03
Litleo (Master Ball Pattern) | Holofoil,Common,4.32,2025-04-03
Lopunny (Master Ball Pattern) | Holofoil,Common,12.32,2025-04-03
Miltank (Master Ball Pattern) | Holofoil,Common,4.65,2025-04-03
Munkidori (Master Ball Pattern) | Holofoil,Rare,10.11,2025-04-03
Noctowl (Master Ball Pattern) | Holofoil,Rare,13.09,2025-04-03
Noctowl (Poke Ball Pattern) | Holofoil,Rare,2.62,2025-04-03
Noibat (Master Ball Pattern) | Holofoil,Common,4.28,2025-04-03
Okidogi (Master Ball Pattern) | Holofoil,Rare,8.47,2025-04-03
Palafin ex | Holofoil,Special Illustration Rare,122.36,2025-04-03
Pecharunt ex | Holofoil,Special Illustration Rare,60.1,2025-04-03
Pikachu ex - 179/131 | Holofoil,Hyper Rare,75.64,2025-04-03
Pinsir (Master Ball Pattern) | Holofoil,Common,5.2,2025-04-03
Prime Catcher | Holofoil,ACE SPEC Rare,2.23,2025-04-03
Pupitar (Master Ball Pattern) | Holofoil,Common,10.03,2025-04-03
Pyroar (Master Ball Pattern) | Holofoil,Uncommon,5.07,2025-04-03
Raging Bolt ex | Holofoil,Special Illustration Rare,155.21,2025-04-03
Regigigas (Master Ball Pattern) | Holofoil,Uncommon,6.73,2025-04-03
Riolu (Master Ball Pattern) | Holofoil,Common,17.19,2025-04-03
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,17.54,2025-04-03
Roaring Moon ex | Holofoil,Special Illustration Rare,303.97,2025-04-03
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,80.04,2025-04-03
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,8.39,2025-04-03
Seaking (Master Ball Pattern) | Holofoil,Uncommon,5.11,2025-04-03
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,10.2,2025-04-03
Slowking (Master Ball Pattern) | Holofoil,Uncommon,6.13,2025-04-03
Slowpoke (Master Ball Pattern) | Holofoil,Common,11.77,2025-04-03
Sneasel (Master Ball Pattern) | Holofoil,Common,4.8,2025-04-03
Spritzee (Master Ball Pattern) | Holofoil,Common,3.51,2025-04-03
Suicune (Master Ball Pattern) | Holofoil,Uncommon,28.02,2025-04-03
Sylveon (Master Ball Pattern) | Holofoil,Rare,61.72,2025-04-03
Sylveon (Poke Ball Pattern) | Holofoil,Rare,3.9,2025-04-03
Sylveon ex - 041/131 | Holofoil,Double Rare,3.54,2025-04-03
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,482.26,2025-04-03
Teal Mask Ogerpon ex - 012/131 | Holofoil,Double Rare,3.52,2025-04-03
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,41.66,2025-04-03
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,17.0,2025-04-03
Terapagos ex - 092/131 | Holofoil,Double Rare,2.66,2025-04-03
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,77.37,2025-04-03
Terapagos ex - 180/131 | Holofoil,Hyper Rare,19.25,2025-04-03
Umbreon (Master Ball Pattern) | Holofoil,Rare,184.71,2025-04-03
Umbreon (Poke Ball Pattern) | Holofoil,Rare,7.81,2025-04-03
Umbreon ex - 060/131 | Holofoil,Double Rare,6.81,2025-04-03
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,1448.57,2025-04-03
Vaporeon (Master Ball Pattern) | Holofoil,Rare,51.67,2025-04-03
Vaporeon (Poke Ball Pattern) | Holofoil,Rare,2.34,2025-04-03
Vaporeon ex - 023/131 | Holofoil,Double Rare,4.12,2025-04-03
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,380.79,2025-04-03
Walking Wake ex | Holofoil,Hyper Rare,10.5,2025-04-03
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,33.02,2025-04-03
Whimsicott (Master Ball Pattern) | Holofoil,Rare,11.69,2025-04-03
Amarys - 170/131 | Holofoil,Special Illustration Rare,40.57,2025-04-04
Applin (Master Ball Pattern) | Holofoil,Common,4.35,2025-04-04
Archaludon (Master Ball Pattern) | Holofoil,Rare,8.16,2025-04-04
Area Zero Underdepths (Poke Ball Pattern) | Holofoil,Uncommon,2.19,2025-04-04
Aromatisse (Master Ball Pattern) | Holofoil,Common,7.25,2025-04-04
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,8.33,2025-04-04
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,116.38,2025-04-04
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,6.55,2025-04-04
Bronzor (Master Ball Pattern) | Holofoil,Common,3.03,2025-04-04
Buddy-Buddy Poffin (Poke Ball Pattern) | Holofoil,Uncommon,3.02,2025-04-04
Budew (Master Ball Pattern) | Holofoil,Common,18.71,2025-04-04
Budew (Poke Ball Pattern) | Holofoil,Common,5.77,2025-04-04
Buneary (Master Ball Pattern) | Holofoil,Common,3.31,2025-04-04
Ceruledge ex | Holofoil,Special Illustration Rare,224.39,2025-04-04
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,29.64,2025-04-04
Cottonee (Master Ball Pattern) | Holofoil,Common,3.59,2025-04-04
Crispin - 105/131 (Poke Ball Pattern) | Holofoil,Uncommon,4.81,2025-04-04
Crispin - 171/131 | Holofoil,Special Illustration Rare,64.29,2025-04-04
Dipplin (Master Ball Pattern) | Holofoil,Uncommon,4.36,2025-04-04
Dragapult ex - 073/131 | Holofoil,Double Rare,4.89,2025-04-04
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,179.92,2025-04-04
Drakloak (Master Ball Pattern) | Holofoil,Common,15.05,2025-04-04
Drakloak (Poke Ball Pattern) | Holofoil,Common,3.65,2025-04-04
Drayton | Holofoil,Special Illustration Rare,33.58,2025-04-04
Dreepy (Master Ball Pattern) | Holofoil,Common,11.26,2025-04-04
Dreepy (Poke Ball Pattern) | Holofoil,Common,4.34,2025-04-04
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,17.71,2025-04-04
Dudunsparce (Poke Ball Pattern) | Holofoil,Rare,2.28,2025-04-04
Dunsparce (Master Ball Pattern) | Holofoil,Common,6.22,2025-04-04
Duraludon (Master Ball Pattern) | Holofoil,Common,9.58,2025-04-04
Duraludon (Poke Ball Pattern) | Holofoil,Common,2.64,2025-04-04
Dusclops (Master Ball Pattern) | Holofoil,Common,4.68,2025-04-04
Dusknoir (Master Ball Pattern) | Holofoil,Rare,13.3,2025-04-04
Duskull (Master Ball Pattern) | Holofoil,Common,6.67,2025-04-04
Duskull (Poke Ball Pattern) | Holofoil,Common,2.11,2025-04-04
Earthen Vessel (Poke Ball Pattern) | Holofoil,Uncommon,2.61,2025-04-04
Eevee (Master Ball Pattern) | Holofoil,Common,21.64,2025-04-04
Eevee (Poke Ball Pattern) | Holofoil,Common,3.55,2025-04-04
Eevee ex - 075/131 | Holofoil,Double Rare,13.5,2025-04-04
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,236.14,2025-04-04
Eri | Holofoil,Ultra Rare,4.9,2025-04-04
Espeon (Master Ball Pattern) | Holofoil,Rare,55.23,2025-04-04
Espeon (Poke Ball Pattern) | Holofoil,Rare,3.69,2025-04-04
Espeon ex - 034/131 | Holofoil,Double Rare,4.04,2025-04-04
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,417.62,2025-04-04
Exeggcute (Master Ball Pattern) | Holofoil,Common,5.04,2025-04-04
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,12.23,2025-04-04
Fan Rotom (Master Ball Pattern) | Holofoil,Common,10.04,2025-04-04
Fan Rotom (Poke Ball Pattern) | Holofoil,Common,2.99,2025-04-04
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,9.61,2025-04-04
Flareon (Master Ball Pattern) | Holofoil,Rare,52.46,2025-04-04
Flareon (Poke Ball Pattern) | Holofoil,Rare,2.98,2025-04-04
Flareon ex - 014/131 | Holofoil,Double Rare,14.46,2025-04-04
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,342.21,2025-04-04
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,13.54,2025-04-04
Friends in Paldea - 137/131 | Holofoil,Ultra Rare,2.87,2025-04-04
Furfrou (Master Ball Pattern) | Holofoil,Common,7.87,2025-04-04
Gholdengo ex | Holofoil,Special Illustration Rare,100.65,2025-04-04
Glaceon (Master Ball Pattern) | Holofoil,Rare,43.98,2025-04-04
Glaceon (Poke Ball Pattern) | Holofoil,Rare,2.69,2025-04-04
Glaceon ex - 026/131 | Holofoil,Double Rare,3.42,2025-04-04
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,329.81,2025-04-04
Goldeen (Master Ball Pattern) | Holofoil,Common,5.17,2025-04-04
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,8.59,2025-04-04
Groudon (Master Ball Pattern) | Holofoil,Rare,21.52,2025-04-04
Hawlucha (Master Ball Pattern) | Holofoil,Uncommon,3.74,2025-04-04
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,29.32,2025-04-04
Heatran (Master Ball Pattern) | Holofoil,Uncommon,3.9,2025-04-04
Hippopotas (Master Ball Pattern) | Holofoil,Common,3.96,2025-04-04
Hippowdon (Master Ball Pattern) | Holofoil,Common,7.77,2025-04-04
Hoothoot (Master Ball Pattern) | Holofoil,Common,6.3,2025-04-04
Houndoom (Master Ball Pattern) | Holofoil,Common,15.45,2025-04-04
Houndour (Master Ball Pattern) | Holofoil,Common,6.71,2025-04-04
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,9.21,2025-04-04
Iron Crown ex | Holofoil,Special Illustration Rare,110.65,2025-04-04
Iron Hands ex - 031/131 | Holofoil,Double Rare,2.43,2025-04-04
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,72.59,2025-04-04
Iron Leaves ex | Holofoil,Hyper Rare,10.03,2025-04-04
Iron Valiant ex | Holofoil,Special Illustration Rare,85.34,2025-04-04
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,58.76,2025-04-04
Jolteon (Master Ball Pattern) | Holofoil,Rare,49.45,2025-04-04
Jolteon (Poke Ball Pattern) | Holofoil,Rare,3.23,2025-04-04
Jolteon ex - 030/131 | Holofoil,Double Rare,5.82,2025-04-04
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,312.48,2025-04-04
Kieran - 174/131 | Holofoil,Special Illustration Rare,46.7,2025-04-04
Lacey - 175/131 | Holofoil,Special Illustration Rare,65.18,2025-04-04
Larvitar (Master Ball Pattern) | Holofoil,Common,5.56,2025-04-04
Leafeon (Master Ball Pattern) | Holofoil,Rare,44.07,2025-04-04
Leafeon (Poke Ball Pattern) | Holofoil,Rare,3.48,2025-04-04
Leafeon ex - 006/131 | Holofoil,Double Rare,5.79,2025-04-04
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,460.13,2025-04-04
Litleo (Master Ball Pattern) | Holofoil,Common,4.21,2025-04-04
Lopunny (Master Ball Pattern) | Holofoil,Common,12.54,2025-04-04
Miltank (Master Ball Pattern) | Holofoil,Common,5.15,2025-04-04
Munkidori (Master Ball Pattern) | Holofoil,Rare,10.87,2025-04-04
Noctowl (Master Ball Pattern) | Holofoil,Rare,14.4,2025-04-04
Noctowl (Poke Ball Pattern) | Holofoil,Rare,2.62,2025-04-04
Noibat (Master Ball Pattern) | Holofoil,Common,4.34,2025-04-04
Okidogi (Master Ball Pattern) | Holofoil,Rare,8.5,2025-04-04
Palafin ex | Holofoil,Special Illustration Rare,123.56,2025-04-04
Pecharunt ex | Holofoil,Special Illustration Rare,60.05,2025-04-04
Pikachu ex - 179/131 | Holofoil,Hyper Rare,75.09,2025-04-04
Pinsir (Master Ball Pattern) | Holofoil,Common,5.31,2025-04-04
Prime Catcher | Holofoil,ACE SPEC Rare,2.09,2025-04-04
Pupitar (Master Ball Pattern) | Holofoil,Common,9.98,2025-04-04
Pyroar (Master Ball Pattern) | Holofoil,Uncommon,5.31,2025-04-04
Raging Bolt ex | Holofoil,Special Illustration Rare,155.21,2025-04-04
Regigigas (Master Ball Pattern) | Holofoil,Uncommon,7.01,2025-04-04
Riolu (Master Ball Pattern) | Holofoil,Common,17.27,2025-04-04
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,18.08,2025-04-04
Roaring Moon ex | Holofoil,Special Illustration Rare,303.97,2025-04-04
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,80.44,2025-04-04
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,8.51,2025-04-04
Seaking (Master Ball Pattern) | Holofoil,Uncommon,5.05,2025-04-04
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,10.25,2025-04-04
Slowking (Master Ball Pattern) | Holofoil,Uncommon,6.3,2025-04-04
Slowpoke (Master Ball Pattern) | Holofoil,Common,11.77,2025-04-04
